 Vext Jext convIndex P Jphoto Jdir JBulkSRH JIntLeft JIntRight JminLeft JminRight JShunt
 1.00000000000E-0002  4.16848682062E-0001 1  0.00000000000E+0000  0.00000000000E+0000  4.84709059530E-0024 -4.84709857350E-0024  0.00000000000E+0000  0.00000000000E+0000  1.64974791374E-0028  1.56993831139E-0028  0.00000000000E+0000
 1.09749876549E-0002  4.57940032647E-0001 1  0.00000000000E+0000  0.00000000000E+0000  5.83351104099E-0024 -5.83352064428E-0024  0.00000000000E+0000  0.00000000000E+0000  1.81410679811E-0028  1.71807081208E-0028  0.00000000000E+0000
 1.20450354026E-0002  5.03182209972E-0001 1  0.00000000000E+0000  0.00000000000E+0000  7.01948351063E-0024 -7.01949506292E-0024  0.00000000000E+0000  0.00000000000E+0000  1.99510792339E-0028  1.87956993736E-0028  0.00000000000E+0000
 1.32194114847E-0002  5.53026451962E-0001 1  0.00000000000E+0000  0.00000000000E+0000  8.44484427336E-0024 -8.44485816800E-0024  0.00000000000E+0000  0.00000000000E+0000  2.19446647639E-0028  2.05550011100E-0028  0.00000000000E+0000
 1.45082877850E-0002  6.07983146457E-0001 1  0.00000000000E+0000  0.00000000000E+0000  1.01571438301E-0023 -1.01571605370E-0023  0.00000000000E+0000  0.00000000000E+0000  2.41407233127E-0028  2.24697585177E-0028  0.00000000000E+0000
 1.59228279334E-0002  6.68632369289E-0001 1  0.00000000000E+0000  0.00000000000E+0000  1.22130341444E-0023 -1.22130542259E-0023  0.00000000000E+0000  0.00000000000E+0000  2.65600468457E-0028  2.45515466468E-0028  0.00000000000E+0000
 1.74752840001E-0002  7.35637184598E-0001 1  0.00000000000E+0000  0.00000000000E+0000  1.46798571181E-0023 -1.46798812454E-0023  0.00000000000E+0000  0.00000000000E+0000  2.92254629875E-0028  2.68122670947E-0028  0.00000000000E+0000
 1.91791026167E-0002  8.09760337289E-0001 1  0.00000000000E+0000  0.00000000000E+0000  1.76374407341E-0023 -1.76374697075E-0023  0.00000000000E+0000  0.00000000000E+0000  3.21619650818E-0028  2.92640050105E-0028  0.00000000000E+0000
 2.10490414451E-0002  8.91885396118E-0001 1  0.00000000000E+0000  0.00000000000E+0000  2.11800966918E-0023 -2.11801314633E-0023  0.00000000000E+0000  0.00000000000E+0000  3.53968176383E-0028  3.19188380993E-0028  0.00000000000E+0000
 2.31012970008E-0002  9.83028507991E-0001 1  0.00000000000E+0000  0.00000000000E+0000  2.54182302932E-0023 -2.54182719859E-0023  0.00000000000E+0000  0.00000000000E+0000  3.89591754594E-0028  3.47882307260E-0028  0.00000000000E+0000
