 t Vext Jext convIndex P Jphoto Jdir JBulkSRHn JBulkSHRp JIntLeftn JIntLeftp JIntRightn JintRightp JminLeft JminRight JShunt Jdndt Jdpdt Jnion Jpion JD
  0.00000000000000000000E+0000  -2.00000000000000000000E+0000  -6.18420552482775889080E+0002 1   0.00000000000000000000E+0000   6.34534653465346535794E+0002   2.63814972471966430683E-0004   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   2.83855190041209975776E+0000   2.83881008201500675521E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000
  1.04761575300000000002E-0008  -2.00000000000000000000E+0000  -4.23965557296779878227E+0002 1   0.00000000000000000000E+0000   0.00000000000000000000E+0000   9.34860755169585714858E-0005   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   2.21263262473087083662E-0001   2.21295776014821382241E-0001   0.00000000000000000000E+0000  -4.90889308782951247878E+0002  -4.90889167164513758351E+0002   0.00000000000000000000E+0000   0.00000000000000000000E+0000   2.34925456170633146016E-0005
  1.32194114799999999999E-0008  -2.00000000000000000000E+0000  -3.77416283217776569792E+0002 1   0.00000000000000000000E+0000   0.00000000000000000000E+0000   6.49950136787257304285E-0005   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   6.35165102599887666435E-0002   6.35285084118880157591E-0002   0.00000000000000000000E+0000  -4.48698217074923862258E+0002  -4.48699981697511898066E+0002   0.00000000000000000000E+0000   0.00000000000000000000E+0000   4.52090394638722135531E-0005
  1.66810053699999999999E-0008  -2.00000000000000000000E+0000  -3.23219545354890075151E+0002 1   0.00000000000000000000E+0000   0.00000000000000000000E+0000   3.93367454925348133129E-0005   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   1.41014920493386988514E-0002   1.41047422923597108987E-0002   0.00000000000000000000E+0000  -4.13919747295894030953E+0002  -4.13923141714082479414E+0002   0.00000000000000000000E+0000   0.00000000000000000000E+0000   5.21915073065927189247E-0005
  2.10490414500000000005E-0008  -2.00000000000000000000E+0000  -2.62059646118747211735E+0002 1   0.00000000000000000000E+0000   0.00000000000000000000E+0000   1.95030718324108978447E-0005   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   2.89649516854750221442E-0003   2.89715009768414867027E-0003   0.00000000000000000000E+0000  -3.69970843423152626089E+0002  -3.69975242001805516179E+0002   0.00000000000000000000E+0000   0.00000000000000000000E+0000   5.35944135907446758682E-0005
  2.65608778299999999994E-0008  -2.00000000000000000000E+0000  -1.97244720760718625918E+0002 1   0.00000000000000000000E+0000   0.00000000000000000000E+0000   7.43825039206235858196E-0006   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   5.38665759724969071931E-0004   5.38732131383754605903E-0004   0.00000000000000000000E+0000  -3.10447621593624274061E+0002  -3.10454329419445117677E+0002   0.00000000000000000000E+0000   0.00000000000000000000E+0000   6.28917849941288678237E-0005
  3.35160265099999999992E-0008  -2.00000000000000000000E+0000  -1.33914365842412303592E+0002 1   0.00000000000000000000E+0000   0.00000000000000000000E+0000   2.00904605010286326946E-0006   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   8.81044441554029235741E-0005   8.80908701013470862652E-0005   0.00000000000000000000E+0000  -2.40175167779666451376E+0002  -2.40185058551997816720E+0002   0.00000000000000000000E+0000   0.00000000000000000000E+0000   7.45073992007232828103E-0005
  4.22924287400000000000E-0008  -2.00000000000000000000E+0000  -7.93190959339771923878E+0001 1   0.00000000000000000000E+0000   0.00000000000000000000E+0000   3.59216870758574475262E-0007   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   1.23317923090345435409E-0005   1.23227933733202098415E-0005   0.00000000000000000000E+0000  -1.64005857900449379658E+0002  -1.64019743872144271410E+0002   0.00000000000000000000E+0000   0.00000000000000000000E+0000   8.98182302022046560007E-0005
  5.33669923099999999984E-0008  -2.00000000000000000000E+0000  -3.95428823627861607652E+0001 1   0.00000000000000000000E+0000   0.00000000000000000000E+0000   4.02145578409587015033E-0008   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   1.45248464276884064132E-0006   1.44957430137721793052E-0006   0.00000000000000000000E+0000  -9.47042046848041025042E+0001  -9.47202552487798578526E+0001   0.00000000000000000000E+0000   0.00000000000000000000E+0000   9.53428937398031355922E-0005
  6.73415065800000000001E-0008  -2.00000000000000000000E+0000  -1.60363351528386086364E+0001 1   0.00000000000000000000E+0000   0.00000000000000000000E+0000   2.71276417634526824394E-0009   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   0.00000000000000000000E+0000   1.42625638063258754052E-0007   1.41718438560221743397E-0007   0.00000000000000000000E+0000  -4.43721315145991667198E+0001  -4.43861235158213212476E+0001   0.00000000000000000000E+0000   0.00000000000000000000E+0000   8.01293129105021609271E-0005
